date,beta_const,beta_oil,beta_ofz,fair_expanding,deviation_pct
2022-01-31,2.3048937211483533,0.7519891137002082,-0.09141094777333675,2741.089600052232,28.79476832616956
2022-02-01,2.2896065749823222,0.753799444795568,-0.09134350475982624,2748.0351544891237,29.11661607399001
2022-02-02,2.2741573213844744,0.7556291163778672,-0.09127556313028712,2773.653716728628,27.766490049800364
2022-02-03,2.259362338320782,0.757383573610453,-0.09121281682105606,2778.955711074956,24.90951137387063
2022-02-04,2.2459051864631876,0.7589792488637315,-0.09115568948726534,2793.3796128671843,24.2584424978058
2022-02-07,2.23277157255951,0.7605374763482462,-0.09110089850727363,2795.2706313476697,24.16615268220561
2022-02-08,2.2196601246414094,0.7620926546471599,-0.09104585464109845,2803.8448756192925,26.670702465860852
2022-02-09,2.2053472360945534,0.7637907295910664,-0.09098620776442044,2811.4394363116357,29.432985573182393
2022-02-10,2.1897100454112977,0.7656460652769055,-0.09092126949857986,2813.757572885111,29.924483730541663
2022-02-11,2.1738192334141373,0.7675309821272812,-0.09085485364472333,2714.3849929709922,30.66016829536389
2022-02-14,2.1572719091099093,0.7694797904453174,-0.09077205910545195,2632.735097418721,32.234344557237726
2022-02-15,2.13971394767317,0.7715353634593354,-0.0906722586027391,2720.6352296736072,32.33269792040163
2022-02-16,2.122332247329187,0.7735816013988597,-0.09058464603007858,2754.3671720896573,32.38648924331957
2022-02-17,2.104969650017184,0.7756292550834851,-0.09050083268116428,2740.8368774718656,28.102479533134517
2022-02-18,2.0895707159890295,0.7774428372353623,-0.09042414153803463,2736.1743934752626,24.01658344920399
2022-02-21,2.076157048392396,0.7790214793330653,-0.09035629321477832,2553.3909828212995,18.935173674204897
2022-02-22,2.0650112366446343,0.7803166530440244,-0.09028369707849312,2503.8922976038466,23.197791013295888
2022-02-24,2.0514759600117687,0.781883698370116,-0.09018992054106147,1777.0210724370136,15.818547788940185
2022-02-25,2.0406425769887817,0.7830729179766736,-0.090051042439346,2092.844754626434,18.04411170674589
2022-03-24,2.0290582178639887,0.7843753924468875,-0.08993294197830176,2042.017539491889,26.272666621737507
2022-03-25,2.0123186782405202,0.7862505598731085,-0.08975586292335233,2099.0573853193805,18.34502559928961
2022-03-28,2.0001411306347676,0.7876201533337732,-0.08963267120664951,2116.007133980568,14.872013471308154
2022-03-29,1.9900308368824258,0.7887584782582298,-0.08953176897937228,2277.9468191158835,5.730738741951091
2022-03-30,1.9860252937883152,0.7892143898357744,-0.08949669675979424,2416.1540580627334,4.009510139222727
2022-03-31,1.9832232828309329,0.7895361289818692,-0.08947497313594242,2588.9648227479925,4.424362055658482
2022-04-01,1.9801805652062034,0.7898891951195737,-0.08945505091695893,2506.5679503866995,10.09635703569327
2022-04-04,1.9733132189386782,0.7906817623944793,-0.08940592356908332,2455.2507230675187,13.539931942964323
2022-04-05,1.9641304953627465,0.7917378016323939,-0.0893366386072175,2491.9087563416724,6.857443845945443
2022-04-06,1.959318497898416,0.792292227947597,-0.08930140504775488,2487.4361970299483,4.984803353674061
2022-04-07,1.9557709182451737,0.7927007382184397,-0.08927523301735914,2512.108517068553,4.907490345015342
2022-04-08,1.9522838002586222,0.7931028064514685,-0.08925004171364077,2780.5039668564846,-6.7535946394921
2022-04-11,1.9572519094342329,0.7925210633192579,-0.08927710191537823,2816.2108425296906,-9.198559945071283
2022-04-12,1.9641118349305664,0.7917164235529277,-0.0893130557361016,2818.4356244562077,-9.843958189030433
2022-04-13,1.9715175200856374,0.7908479646449003,-0.08935199426531774,2873.862715530356,-12.020153699882163
2022-04-14,1.9806721584765392,0.7897714946373687,-0.08939717065186105,2881.548227135398,-16.547292967205063
2022-04-15,1.9936705941466546,0.7882429725039981,-0.08946112088895466,2880.832881573419,-15.823301812788682
2022-04-18,2.0061211715925884,0.7867794066158287,-0.08952278013997975,2987.046633357307,-21.573705149457655
2022-04-19,2.0236239309915347,0.7847110036191292,-0.0895984888697782,3031.9323530358083,-23.564917347856472
2022-04-20,2.04299590685689,0.7824169954447739,-0.08967746970665964,3093.668543807158,-24.661289113676798
2022-04-21,2.06336117230801,0.7799981747719797,-0.08975326337172562,3164.8479782874997,-28.241419000830938
2022-04-22,2.0871569026811496,0.7771623313084488,-0.08983220388834381,3151.494880284526,-29.16916940069826
2022-04-25,2.111977141405439,0.7742068836705429,-0.08991682568449974,3137.343012410642,-30.316194584022462
2022-04-26,2.1380035955328425,0.7711100730769186,-0.09000766105775698,3197.133971273139,-27.483176468931013
2022-04-27,2.161070633701068,0.7683573610673777,-0.09008010848399711,3134.235465038822,-22.6516314092575
2022-04-28,2.179583533136794,0.7661550364697507,-0.09014499448871435,3092.616724562503,-22.924170296686075
2022-04-29,2.1983921650335736,0.7639222979911083,-0.09021553887416453,3125.7202142315027,-21.772588958312266
2022-05-04,2.2160651020040025,0.7618209321183516,-0.09027834949348605,3117.795753919733,-23.883403939580315
2022-05-05,2.235662186097826,0.7594916006757026,-0.09034875171903649,3065.4660693724645,-21.551896332283004
2022-05-06,2.2531127669106645,0.7574227619769264,-0.09041667526703766,3070.0643018107194,-22.0527726865983
2022-05-11,2.271018632740557,0.7552996479221075,-0.09048598070521445,3059.605004497601,-21.97881764178976
2022-05-12,2.288818990125832,0.7531900524619519,-0.0905558183378823,3044.5945685026277,-24.525583019412245
2022-05-13,2.308936149966817,0.7508074235429887,-0.09063622544926836,3061.503076140007,-24.62852583805555
2022-05-16,2.3290369174013312,0.7484242580727513,-0.09071408312187586,3036.543882238252,-22.12857473157802
2022-05-17,2.3467602646681613,0.7463252609784359,-0.09078497633236356,3071.2592064161267,-21.0714616683657
2022-05-18,2.363423027012307,0.7443480877075881,-0.09084785541003375,3037.3478361060097,-19.4922632524379
2022-05-19,2.3786345266789275,0.7425459343598003,-0.09090802934231053,3072.0891748896665,-20.686872636517496
2022-05-20,2.3947546811303817,0.7406322574524793,-0.09096797057551641,3073.3618994162616,-22.779676534326633
2022-05-23,2.412618343427625,0.738510979781165,-0.09103377745480169,3051.362634699741,-24.563210749727705
2022-05-24,2.4319908512654163,0.7362125633104646,-0.09110715609097582,3048.1611224897265,-24.753977633354907
2022-05-25,2.4514050504539027,0.7339088834545444,-0.09118038670947373,3204.9214256245427,-26.98167320766782
2022-05-26,2.472538225626185,0.731379816109124,-0.09123894508187315,3235.0389798936585,-25.40862675851524
2022-05-27,2.492135943252672,0.7290305249391288,-0.09128927674361953,3204.6859457559785,-24.87282558253755
2022-05-30,2.51123134114673,0.7267448178819407,-0.09134159534455671,3187.5502769891273,-24.694834860225555
2022-05-31,2.5301081518944444,0.724486925339777,-0.09139491352916222,3204.3724243687575,-26.483264489330736
2022-06-01,2.5505070309148397,0.7220446334469788,-0.09145016075210975,3316.2382218625817,-28.39477018432367
2022-06-02,2.5724532068114856,0.7194016522933742,-0.09149428773981667,3333.4071984156476,-29.79645567717405
2022-06-03,2.5955728055504923,0.71661431179677,-0.0915377361754473,3360.1304165476154,-31.311297066516886
2022-06-06,2.6199836455551107,0.7136666870751815,-0.09157901564253242,3366.5570989404814,-32.21086311834015
2022-06-07,2.6451659786597945,0.7106244314288959,-0.09162008089084567,3363.69303604077,-31.871904616559544
2022-06-08,2.6699565623978088,0.7076294536242816,-0.09166039321773245,3354.921883681161,-30.882146279493682
2022-06-09,2.6937595236238367,0.7047546433471994,-0.09169987599125703,3365.0338228171736,-31.828619835996363
2022-06-10,2.718371878778746,0.701780155379784,-0.09173873132275208,3360.6902472034453,-31.992542249263657
2022-06-14,2.74304592718586,0.6987981813626112,-0.09177761142428748,3347.4423867076302,-31.597030344947065
2022-06-15,2.767223360185529,0.6958771500341346,-0.0918166198345177,3347.000134799316,-30.715270194064594
2022-06-16,2.790455863239652,0.693069381340885,-0.09185320627358605,3356.165402737724,-29.39114389097378
2022-06-17,2.812359335996257,0.6904201045595544,-0.0918855880083253,3347.1254815271113,-29.67159393958523
2022-06-20,2.8344019255861794,0.6877544269029651,-0.09191858933423926,3345.9340862190807,-28.1396483599896
2022-06-21,2.854963719385108,0.6852670265413503,-0.0919485940942674,3363.357802876135,-29.867408160294694
2022-06-22,2.876874964537449,0.6826129243317816,-0.09197716877081842,3344.1027127910384,-29.023711176053425
2022-06-23,2.897894065549039,0.6800681644168473,-0.0920058897378243,3383.297417061514,-28.92909775314969
2022-06-24,2.918609806064734,0.6775534807157748,-0.09202767803372977,3392.8203388815327,-29.512624862760095
2022-06-27,2.939556512041616,0.6750073496348183,-0.09204646604389025,3412.2699493251566,-29.165627693728602
2022-06-28,2.9599908475180317,0.6725192653419444,-0.09206068827421336,3390.734284455593,-28.960815035179245
2022-06-29,2.9798468094413235,0.6701006928348132,-0.09207390332414014,3360.2514802861638,-29.21511934584612
2022-06-30,2.9995610069445418,0.6677001648623855,-0.09208805248147989,3304.890393726839,-33.285230754244544
2022-07-01,3.022321247515271,0.6649341407974618,-0.09211000497066368,3271.896261981291,-32.55868085916052
2022-07-04,3.0441990496145976,0.6622777749469784,-0.09213369054370145,3232.1730414498784,-31.790161859309364
2022-07-05,3.065221797806211,0.6597289988669166,-0.0921603412922518,3207.3804546796523,-30.577615238900847
2022-07-06,3.0851357494543277,0.6573169064751537,-0.09218788478089607,3203.7468460714554,-30.64745416060117
2022-07-07,3.1048927465919016,0.6549225268440577,-0.09221404945913608,3213.7084244629236,-30.714000590389002
2022-07-08,3.1244546796328865,0.6525482373877893,-0.09223659335622955,3211.1759086622137,-30.788282448036142
2022-07-11,3.1438311657708735,0.6501946734710575,-0.09225732126168146,3195.1455058378583,-32.324208833394806
2022-07-12,3.1641724855537747,0.6477244038188547,-0.09227971089077139,3160.613610041388,-32.48874227393907
2022-07-13,3.1844858623842516,0.6452613932223428,-0.09230599730870984,3140.1100054046033,-33.96154923136822
2022-07-14,3.205743756963573,0.6426854179310004,-0.0923351793795471,3123.1114425376254,-33.934474066557655
2022-07-15,3.2267399261644143,0.640141721683755,-0.092364739227493,3108.2411538258925,-32.131392141069234
2022-07-18,3.2461300279104,0.6377926640466796,-0.09239228866272593,3076.247209214471,-31.851380678364684
2022-07-19,3.2650890844171396,0.6354987105799922,-0.09242227247185877,3061.2504402333407,-32.3387602406643
2022-07-20,3.2841477149409957,0.6331928071939723,-0.09245272419597349,3062.4369630718656,-32.23566639822781
2022-07-21,3.302844412215127,0.6309279444921773,-0.09248011667533874,3084.7947016232383,-33.427012211886854
2022-07-22,3.322090155219102,0.6285901667103683,-0.09250221382593792,3150.9741993354414,-33.45708763841302
2022-07-25,3.341007002673312,0.6262783457751729,-0.09251034086701683,3138.313997666002,-32.16230110870579
2022-07-26,3.3588285420153485,0.6241002897252494,-0.09251807656052166,3137.554767839031,-30.123291472932145
2022-07-27,3.3751416819030577,0.6221051988978414,-0.09252389477816884,3132.2452675309805,-29.883524040529906
2022-07-28,3.391125076257129,0.6201494721444669,-0.09252878664730642,3139.3058547419473,-30.266112914953613
2022-07-29,3.407226009824851,0.6181770868416456,-0.09253154223111748,3137.460778239812,-29.43943665036034
2022-08-01,3.422683628336221,0.6162825881562095,-0.09253335510844965,3131.0820976828354,-30.372633741753987
2022-08-02,3.4385858448499853,0.6143330581845743,-0.09253480210795628,3116.267112726904,-31.414736841035882
2022-08-03,3.455015230722634,0.6123197395120532,-0.09253724030760725,3104.185243371363,-31.578825569917534
2022-08-04,3.47140879381993,0.6103111878572438,-0.09254016421283602,3097.5740936224797,-31.669753942035626
2022-08-05,3.487707788306136,0.60831365447673,-0.0925426384143815,3059.635691240396,-32.85834630961644
2022-08-08,3.5046382116716464,0.6062435630250793,-0.09255010634173402,3052.7889416096646,-31.5904230543093
2022-08-09,3.5205681876640993,0.6042947452533398,-0.09255629664767863,3057.992599079,-30.124095112474848
2022-08-10,3.5354595453275492,0.6024707001712014,-0.09255994532721235,3043.246467541058,-29.30247277216389
2022-08-11,3.549784863443859,0.6007172315821864,-0.09256474422885727,3003.351715502114,-28.97568443317079
2022-08-12,3.563865030688448,0.5989988058367259,-0.09257449500003413,2995.916626996953,-28.32477443965319
2022-08-15,3.577462240378601,0.5973392866594087,-0.09258396877576741,2993.7721408277894,-27.67919874485384
2022-08-16,3.590577945393158,0.5957376957301186,-0.09259237963390729,2988.383318064651,-26.102853450869635
2022-08-17,3.602749687300144,0.5942513525254074,-0.09260021415325885,2980.545349090983,-26.571826841437773
2022-08-18,3.615109434924374,0.5927424108466532,-0.09260857438902599,2975.1489074839033,-26.245372307911207
2022-08-19,3.627218001765142,0.5912641117248331,-0.09261679778276533,2952.1124621636654,-25.641044230709255
2022-08-22,3.638969767657684,0.5898319235328123,-0.092627317886043,2940.1174239216416,-24.216972360646018
2022-08-23,3.6499280750174887,0.5884974531174161,-0.09263815722161241,2933.612234899613,-22.95914323259772
2022-08-24,3.6601909763551252,0.5872479833640661,-0.09264864676970656,2936.9978043413125,-23.45176436030011
2022-08-25,3.6706003648943044,0.585979345756408,-0.09265806910151293,2938.3042213720983,-23.549781412660252
2022-08-26,3.6809646582556357,0.5847151883604236,-0.09266653617350508,2938.04409906036,-22.775495414598023
2022-08-29,3.6908652578440657,0.5835069303355658,-0.09267403917019955,2944.461168336086,-22.01187692016141
2022-08-30,3.7002922327246526,0.5823549055154387,-0.0926797279102095,2935.892826439022,-21.433780578505456
2022-08-31,3.7093729828543758,0.5812454576548265,-0.09268553663494018,2939.3805704722536,-18.347422443008366
2022-09-01,3.716978761541612,0.5803157141260128,-0.09268990886850881,2941.885306709298,-16.8638561665831
2022-09-02,3.723850351731089,0.5794750071984904,-0.09269321137811928,2971.2575596539023,-16.821414825853097
2022-09-05,3.730622629884014,0.5786434525534214,-0.09269357500269872,2984.6482989974115,-16.625352446520925
2022-09-06,3.7372420116991614,0.57782904224678,-0.09269238327763614,2978.982863009035,-18.585298689828544
2022-09-07,3.744667829444968,0.5769153492844422,-0.09269104703375723,2979.7033594105374,-19.402379689396565
2022-09-08,3.7523727897128447,0.5759664109134808,-0.09268886872788655,2945.93240162425,-18.86202145432405
2022-09-09,3.7597933272012742,0.5750550256433447,-0.09268932971797078,2939.1421377907914,-17.456867131184406
2022-09-12,3.7665664926347686,0.574223357301527,-0.09268999109955986,2945.376464557104,-16.83066563892186
2022-09-13,3.7730221784912272,0.5734297191071547,-0.09268972846869618,2921.399632543375,-16.242544404315762
2022-09-14,3.779196907901909,0.5726721177915792,-0.09269100075994224,2926.399923435121,-16.761547849527748
2022-09-15,3.7855518349632753,0.5718917043718065,-0.09269164428808616,2925.245926390316,-16.362929423201212
2022-09-16,3.7917033759693033,0.5711360164692167,-0.09269205526676248,2890.2995505608365,-15.74644920359638
2022-09-19,3.7975952692169552,0.5704147629365559,-0.092694966839763,2840.060146979659,-14.4194181033516
2022-09-20,3.802952408474005,0.569762432014243,-0.09270103861909382,2684.412160706549,-17.461631547041346
2022-09-21,3.809630393012348,0.5689634498186578,-0.09272259549521188,2705.9542113871084,-21.25846065563063
2022-09-22,3.8179119914575845,0.5679699874852102,-0.09274674555192809,2619.832854767495,-16.373672617582503
2022-09-23,3.824140037979547,0.5672302730600244,-0.09277220827936572,2587.2009535306347,-19.222741583020444
2022-09-26,3.831551119218566,0.5663532127198744,-0.09280567134757671,2530.492436439617,-23.59787477886288
2022-09-27,3.840878024193897,0.5652566839115822,-0.09285500813513219,2575.3821332539933,-24.148732152156192
2022-09-28,3.8503732106105093,0.5641338078614,-0.09289879166835416,2508.2742611735043,-21.704734191180453
2022-09-29,3.8587923946269163,0.5631461831221922,-0.09294553384650939,2449.769570536471,-20.24678469770742
2022-09-30,3.866550769053309,0.5622424922640374,-0.09299501003069363,2411.06031189979,-18.81953386484383
2022-10-03,3.873640265550961,0.5614205072050751,-0.09304407084609531,2519.4591014060015,-18.952445036298858
2022-10-04,3.8806521600801416,0.5605955214564,-0.09308083538049854,2539.003363230433,-19.400658162331364
2022-10-05,3.8877826486815077,0.5597541256096172,-0.09311585832199071,2528.3964051447797,-19.716702813308807
2022-10-06,3.895004771352424,0.5589028010556047,-0.09315224835688028,2567.3436330839636,-21.294914558330312
2022-10-07,3.902827580811676,0.5579757964305605,-0.09318687070028535,2561.489324062354,-24.077372420363872
2022-10-10,3.9118149179899016,0.5569114435287017,-0.09322727709867466,2520.9056138578712,-23.957089489504433
2022-10-11,3.920786140352118,0.5558545387587762,-0.09327303076754027,2561.7917004463097,-23.90247811091084
2022-10-12,3.929708926336663,0.5547976575069613,-0.09331288590810408,2576.730718770573,-24.258674537353887
2022-10-13,3.938783088511249,0.5537207419640358,-0.09335128957278394,2595.4004478038764,-24.66673103742385
2022-10-14,3.948009834047395,0.5526229456896027,-0.09338758370860833,2599.386446360527,-24.94459595526394
2022-10-17,3.9573434477626264,0.5515117106863288,-0.09342356481977548,2622.335400131532,-23.24208413999831
2022-10-18,3.9659110641847346,0.5504884707233779,-0.09345343421256551,2623.1027048317733,-22.519236617906525
2022-10-19,3.974152900796397,0.5495038342817187,-0.09348187122095981,2631.7701245135636,-24.82626117029607
2022-10-20,3.9833469290190173,0.5484040490653727,-0.0935122143738423,2640.0784528100944,-23.27841629690772
2022-10-21,3.991858905081909,0.5473845631911677,-0.09353903656729155,2648.173903736387,-22.825687651537187
2022-10-24,4.000117130196685,0.5463939641378209,-0.09356364241405875,2648.8974686570446,-22.08267687135528
2022-10-25,4.008013559181697,0.5454462154053984,-0.09358669382552293,2650.056612225257,-19.5998308047129
2022-10-26,4.014872370253827,0.544622516069631,-0.09360628405552882,2631.5168404384985,-19.41605816793327
2022-10-27,4.021626945788951,0.5438129510614229,-0.09362721787790292,2610.6210251238936,-17.083330779607454
2022-10-28,4.027486807515764,0.5431124417849451,-0.09364717195561387,2613.7286955618483,-17.064842893572397
2022-10-31,4.033317196265334,0.5424150174814784,-0.09366660752604178,2582.3822102140175,-16.100335905720165
2022-11-01,4.038781055831381,0.5417640108830059,-0.0936873736855416,2579.449834368974,-15.704892918302315
2022-11-02,4.044092609957889,0.5411313476616404,-0.09370774702153042,2552.2808728652867,-14.827555888879685
2022-11-03,4.049086430546915,0.5405386585259808,-0.09372899353987275,2559.8076280273413,-15.778046115855515
2022-11-07,4.054425446399459,0.5399043464181597,-0.09375104480837793,2545.1952717848394,-13.21766056672442
2022-11-08,4.058835262343206,0.5393814409312458,-0.0937702441628042,2508.970135750667,-12.027649570263998
2022-11-09,4.062827325600813,0.5389103845009355,-0.09378990027476833,2538.3851557568632,-14.64809841460002
2022-11-10,4.067730366098421,0.5383293833818761,-0.0938116393805072,2562.1020548521874,-13.741921567308513
2022-11-11,4.0722913725732965,0.5377871167928916,-0.09383008464755735,2566.402854061285,-13.597352945156583
2022-11-14,4.076791370181528,0.5372517447151473,-0.09384792567215741,2540.999072298336,-11.657976404942039
2022-11-15,4.080604292383437,0.5367996228960945,-0.09386453474327318,2559.247410293421,-13.128367696771425
2022-11-16,4.084914714836695,0.5362871586244482,-0.09388198446633231,2594.9332328293053,-14.171587468104052
2022-11-17,4.089570619673171,0.5357308506077001,-0.0938981043238801,2600.781891094549,-14.912895711193997
2022-11-18,4.094471806610213,0.5351446604637558,-0.09391451782413476,2606.797976745419,-15.362831347806038
2022-11-21,4.099516089032365,0.5345407577138088,-0.09393082914492436,2597.577619581864,-16.602684606255803
2022-11-22,4.104989733093802,0.5338861304891536,-0.09394921469859518,2600.5662439687153,-15.555313959292539
2022-11-23,4.110066161732559,0.5332786160522694,-0.09396589492653866,2596.480668895613,-14.811998159770424
2022-11-24,4.114864500449586,0.5327045885418575,-0.09398187689461242,2603.7527577580445,-15.08602368591504
2022-11-25,4.119730773649154,0.5321216701304088,-0.09399735992926449,2607.1107083780735,-15.800660365295672
2022-11-28,4.124829833897381,0.5315104611272976,-0.09401319603199486,2593.044784911026,-16.027289128571155
2022-11-29,4.129972241301271,0.5308949601022932,-0.09403011499274042,2580.4709966255155,-15.31313458443263
2022-11-30,4.134820807549077,0.5303153096526354,-0.09404680963236858,2584.4835702076152,-15.862107808821657
2022-12-01,4.139846897846874,0.5297140176976809,-0.0940637039568468,2578.2783373166412,-15.164706294804642
2022-12-02,4.144621508493632,0.529143218466511,-0.09408016168074329,2567.043434693508,-15.060260744659605
2022-12-05,4.149349244489224,0.528578827452532,-0.09409726156330303,2553.9186812847693,-13.533660402644177
2022-12-06,4.153555621843114,0.5280775602686165,-0.09411335028529959,2553.142384257335,-13.97894557146494
2022-12-07,4.157902457616038,0.527559555939699,-0.09412997809188609,2559.7172949016926,-14.331164446649613
2022-12-08,4.162356892673446,0.5270281660439147,-0.09414646165517294,2577.525276773978,-15.250879605959666
2022-12-09,4.167097631593523,0.5264610362557891,-0.0941624576209181,2570.8757260430466,-15.287620559083603
2022-12-12,4.171835260012752,0.5258946985668869,-0.09417887317161384,2569.826742543552,-15.435544193572404
2022-12-13,4.176611601858969,0.5253237375615849,-0.094195431359602,2572.5800404357337,-15.478625899946262
2022-12-14,4.181379959200371,0.524753347931648,-0.09421160693707856,2564.6702096779004,-15.786053432918667
2022-12-15,4.186247255402837,0.5241717448031683,-0.09422872678043674,2556.7609365662665,-16.8166264752036
2022-12-16,4.191458618241704,0.523549693945704,-0.09424770855787429,2553.6534448387392,-16.48240271950131
2022-12-19,4.19654981926407,0.5229421998088805,-0.09426645931483771,2546.6228380465313,-16.360602434796768
2022-12-20,4.20160361655972,0.5223397934514801,-0.0942856673549902,2535.0008435904256,-16.395688571122946
2022-12-21,4.206676902182797,0.521736117498711,-0.0943059631108287,2541.468848531762,-16.735945781018934
2022-12-22,4.211878395412463,0.5211166754792609,-0.09432622041895147,2547.0608126324414,-16.652559315773562
2022-12-23,4.217079947952455,0.5204969018945141,-0.09434608103854344,2555.3361358207603,-16.879037155799615
2022-12-26,4.222389403558984,0.5198637143258378,-0.09436572208422386,2563.1815566220707,-16.540832057983767
2022-12-27,4.227607483483414,0.5192408933619919,-0.094384430148214,2537.395254041007,-15.231180614274177
2022-12-28,4.232414032395493,0.5186695081385683,-0.09440387513189016,2555.898312140625,-16.281098123661565
2022-12-29,4.23761262809819,0.5180500977920101,-0.09442341958117942,2556.6154182301366,-16.01943785951423
2022-12-30,4.242748003514805,0.5174383342851231,-0.09444276793935451,2563.6910574489884,-15.975835163872432
2023-01-03,4.247884499189835,0.5168259407911429,-0.09446157713734916,2592.0251586622717,-16.178282732359484
2023-01-04,4.2531397529984964,0.5161972965683289,-0.0944786342249748,2600.559026057442,-16.617158915734485
2023-01-05,4.258556945632842,0.5155485776903027,-0.09449548732904174,2610.4549796126885,-17.383367388316962
2023-01-06,4.264243187700902,0.5148666933074966,-0.09451222682229787,2582.284171967838,-16.492924233171603
2023-01-09,4.269633443825445,0.5142228877695934,-0.09453060055717084,2568.0705013645234,-15.753870508989454
2023-01-10,4.274767757002501,0.5136108683873404,-0.09454927747885596,2570.29671211588,-15.982073594052814
2023-01-11,4.279977950128086,0.5129895765075919,-0.09456799423841887,2557.5474553747517,-14.489172218329504
2023-01-12,4.284658468639708,0.512432385911461,-0.09458572925750185,2562.479973732205,-14.694747962606202
2023-01-13,4.289406936723649,0.511866700935754,-0.09460330812233282,2568.376995882646,-14.345129101891418
2023-01-16,4.294037145063843,0.5113146890186279,-0.09462001173039823,2574.207308512458,-13.569509625637345
2023-01-17,4.298400716583046,0.5107940775265406,-0.0946353460159324,2583.8836388122863,-14.979143526377815
2023-01-18,4.303269952590531,0.5102124810278587,-0.09465176326057455,2585.547906805316,-15.056302216666994
2023-01-19,4.308177729113892,0.5096262303024339,-0.09466822070598457,2582.507412498741,-16.018440469779005
2023-01-20,4.313443857858607,0.5089975374075484,-0.09468619301785597,2586.6699871385817,-16.23631886660465
2023-01-23,4.318800603918645,0.5083577522760414,-0.09470415978424766,2587.282268079788,-15.536467475507465
2023-01-24,4.323931202789174,0.5077450975507999,-0.0947214222691579,2581.903703467213,-15.846977674564878
2023-01-25,4.329191292831319,0.5071175439646105,-0.09473962888075112,2588.277345668818,-16.154657705771193
2023-01-26,4.334571785967627,0.5064751433739438,-0.09475773673088489,2584.4115665435575,-16.154221407618863
2023-01-27,4.339960847996097,0.5058321011713516,-0.09477621590847092,2588.466387341054,-15.419029170822562
2023-01-30,4.345093325011399,0.505219416632176,-0.09479351956873004,2575.5692904134335,-14.410767040705574
2023-01-31,4.349879264531291,0.5046491750793836,-0.09481067490614477,2595.3397958454825,-14.24629624364977
2023-02-01,4.354617771860534,0.5040832099184496,-0.09482625551804276,2597.3793345686536,-14.138456007606571
2023-02-02,4.3593300659346585,0.5035203206106518,-0.09484165485957834,2611.1708710752373,-14.0791579420405
2023-02-03,4.364024655694322,0.5029585845282134,-0.09485601667365952,2600.4165204260125,-13.540773859117273
2023-02-06,4.368538336562734,0.5024193359778037,-0.09487062069525078,2608.9792699393133,-12.901952645531878
2023-02-07,4.37282600911267,0.5019065533051307,-0.09488394095384364,2603.936719802137,-12.91301425434359
2023-02-08,4.377132678114826,0.5013919501928354,-0.09489772540866527,2598.982264082542,-13.35185194905667
2023-02-09,4.381612795219521,0.5008570854540889,-0.09491247987332252,2582.343003932283,-12.387703858285427
2023-02-10,4.38576935593169,0.5003620636549523,-0.09492731984033724,2583.330641797475,-12.454876529997794
2023-02-13,4.389969996566935,0.4998618725201603,-0.09494234588617316,2553.01259560021,-11.309877440394168
2023-02-14,4.393788594865887,0.4994091228558202,-0.09495787752488005,2571.81062345094,-13.203951346747278
2023-02-15,4.398315175686728,0.49887128734680225,-0.09497509842758134,2538.7944730832696,-14.665798158567888
2023-02-16,4.403419414482,0.4982675792751452,-0.09499718083758225,2554.4217270531954,-15.677197027100597
2023-02-17,4.4089298549279325,0.4976146554800425,-0.09501979691890423,2560.2689749696824,-15.287025652229257
2023-02-20,4.414315697928621,0.4969761633219378,-0.09504150918110948,2539.4647758904994,-14.014558471900818
2023-02-21,4.4192477894972875,0.4963931653056048,-0.09506301096276377,2547.4769085913867,-13.152500321451566
2023-02-22,4.423871445179183,0.4958461735644235,-0.0950826710548667,2556.391396514436,-13.456131834251128
2023-02-24,4.42863375596134,0.4952822956505611,-0.09510238247190855,2571.2119865342315,-14.124933628042424
2023-02-27,4.4336633423024825,0.4946857550843125,-0.09512215166639236,2585.622988109605,-13.324563932713641
2023-02-28,4.438412767144637,0.49412161731506554,-0.0951399372557494,2579.7841312193273,-12.660909386435737
2023-03-01,4.442933903918071,0.4935851408262209,-0.09515734956181317,2587.450949107042,-11.895914363643012
2023-03-02,4.447175215541962,0.4930814850593909,-0.09517326762462341,2593.475625327171,-13.078034048782838
2023-03-03,4.451887384303577,0.49252164511365326,-0.0951906355390345,2596.418940948315,-12.487158209911131
2023-03-06,4.4563863028335735,0.49198705761587525,-0.0952070926911076,2604.272781746313,-11.90938153330996
2023-03-07,4.460675241492104,0.4914770382220297,-0.0952223645741341,2607.756981523081,-11.970324832215129
2023-03-09,4.465004073718152,0.49096218915832035,-0.09523764896646618,2613.725681535436,-12.380246474272127
2023-03-10,4.469507744331618,0.4904262977779021,-0.09525325970707653,2624.5497772241865,-13.270839069113038
2023-03-13,4.474374967068572,0.48984654058200233,-0.09526948361777958,2622.902164294879,-13.474851220380668
2023-03-14,4.479341963654505,0.48925515772996925,-0.09528624553796719,2626.4655203280727,-12.798398369459063
2023-03-15,4.484060176589552,0.4886933034676999,-0.09530202739698039,2608.540735733349,-13.282166959755914
2023-03-16,4.488982732622587,0.48810842925002396,-0.09531975497041674,2608.9122934561074,-13.442088273175889
2023-03-17,4.4939837950063595,0.4875143114320878,-0.09533780420345123,2586.199660302467,-10.185588697806047
2023-03-20,4.497716064578998,0.48707216568025463,-0.0953524730894605,2594.0335479573064,-7.589475784240962
2023-03-21,4.500464440645788,0.48674633523712113,-0.09536301317886885,2596.3797872702207,-7.634853276940479
2023-03-22,4.503233625556201,0.48641799722202034,-0.09537357491040975,2605.0981206692486,-8.107875822158539
